,id,title,release_date,vote_average,vote_count,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,imdb_score
21592,49047,Gravity,2013-09-27,7.3,5879.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.258443441650057
21604,146233,Prisoners,2013-09-18,7.9,3183.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.74656820914627
21609,91586,Insidious: Chapter 2,2013-09-12,6.5,1237.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.577668805000411
21611,96721,Rush,2013-09-02,7.7,2310.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.534487798678191
21614,112205,The Family,2013-09-13,6.1,1052.0,2013.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.315792986008837
21698,138697,Don Jon,2013-07-26,5.9,1708.0,2013.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.096970432194617
21745,152584,Blue Is the Warmest Color,2013-10-09,7.2,1114.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.066735262878385
21792,109424,Captain Phillips,2013-10-10,7.6,2495.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.461405914619604
21830,107846,Escape Plan,2013-10-09,6.7,1688.0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.715955536693654
21841,133805,Carrie,2013-10-16,5.8,1505.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.041850730317065
21878,76203,12 Years a Slave,2013-10-18,7.9,3787.0,2013.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.768185377720017
21922,80274,Ender's Game,2013-10-23,6.6,2354.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.629751476624286
21941,76338,Thor: The Dark World,2013-10-29,6.8,4873.0,2013.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.797191646060993
21948,152532,Dallas Buyers Club,2013-09-07,7.9,2973.0,2013.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.737290732590186
22043,203833,The Book Thief,2013-11-08,7.4,1528.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.244630529726684
22058,101299,The Hunger Games: Catching Fire,2013-11-15,7.4,6656.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.355968517927015
22059,57158,The Hobbit: The Desolation of Smaug,2013-12-11,7.6,4633.0,2013.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.519133199743954
22060,64686,47 Ronin,2013-12-06,5.9,1357.0,2013.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.13420070774675
22110,109445,Frozen,2013-11-27,7.3,5440.0,2013.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.255372174122174
22131,106646,The Wolf of Wall Street,2013-12-25,7.9,6768.0,2013.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.822249685509867
22166,168672,American Hustle,2013-12-12,6.8,2868.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795519808279606
22167,116745,The Secret Life of Walter Mitty,2013-12-18,7.0,3213.0,2013.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.969003693586242
22168,152601,Her,2013-12-18,7.9,4215.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7.780150734737161
22206,193756,Lone Survivor,2013-12-24,7.4,1549.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7.246222896186293
22224,140823,Saving Mr. Banks,2013-11-16,7.3,1256.0,2013.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.149037992190042
22300,110415,Snowpiercer,2013-08-01,6.7,2910.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.710237746124843
22524,137094,Jack Ryan: Shadow Recruit,2014-01-15,5.9,1194.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.156735958846348
22525,157350,Divergent,2014-03-14,6.9,4784.0,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.887681815724019
22658,181886,Enemy,2013-12-31,6.7,1326.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.719118682522297
22716,152760,The Monuments Men,2014-01-24,5.8,1545.0,2014.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.037120153684946
22718,137106,The Lego Movie,2014-02-06,7.5,3127.0,2014.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.399341250147702
22723,97020,RoboCop,2014-01-30,5.7,2385.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.885410992820006
22841,120467,The Grand Budapest Hotel,2014-02-26,8.0,4644.0,2014.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.880425877582759
22877,225565,That Awkward Moment,2014-01-29,6.1,1020.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.320335996240601
22879,157336,Interstellar,2014-11-05,8.1,11187.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.04309153027173
22899,225574,Non-Stop,2014-01-26,6.8,2302.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.794614815947792
22927,53182,300: Rise of an Empire,2014-03-05,6.1,2438.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.213992755032578
22980,97370,Under the Skin,2014-03-14,6.0,1118.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.23789290128907
22981,136797,Need for Speed,2014-03-13,6.1,1560.0,2014.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.26257801664355
23053,100402,Captain America: The Winter Soldier,2014-03-20,7.6,5881.0,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.534949179483735
23062,86834,Noah,2014-03-20,5.5,2408.0,2014.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.718332432697977
23187,102382,The Amazing Spider-Man 2,2014-04-16,6.5,4274.0,2014.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.528259470943802
23200,157547,Oculus,2013-09-08,6.3,1079.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.448771826653398
23234,157353,Transcendence,2014-04-16,5.9,2339.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,6.053191516127409
23245,193610,The Other Woman,2014-04-16,6.2,1467.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.344845304669911
23289,76649,Pompeii,2014-02-18,5.2,1294.0,2014.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5.6375199076286036
23309,195589,Neighbors,2014-05-08,6.2,2773.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.287048797520842
23358,240832,Lucy,2014-07-14,6.3,6048.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.335875185443755
23359,127585,X-Men: Days of Future Past,2014-05-15,7.5,6155.0,2014.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.445140603198455
23360,124905,Godzilla,2014-05-14,6.1,3232.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.189740277139794
23379,212778,Chef,2014-05-08,7.2,1203.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.073699773508935
23421,232672,Blended,2014-05-21,6.6,1028.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.655569839192221
23422,198277,Begin Again,2013-09-07,7.3,1285.0,2013.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7.151490596238496
23437,102651,Maleficent,2014-05-28,7.0,4607.0,2014.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.977464404598731
23459,188161,A Million Ways to Die in the West,2014-05-22,5.8,1494.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.043184911878493
23465,137113,Edge of Tomorrow,2014-05-27,7.6,4979.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.524239955153443
23467,262391,Serial (Bad) Weddings,2014-04-16,6.9,1114.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.859672065852363
23472,177677,Mission: Impossible - Rogue Nation,2015-07-23,7.1,3274.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.056256151109093
23512,222935,The Fault in Our Stars,2014-05-16,7.6,3868.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.504970401622186
23553,187017,22 Jump Street,2014-06-05,7.0,3375.0,2014.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.970299539170507
23555,156022,The Equalizer,2014-09-24,7.1,2997.0,2014.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.052791167939867
23557,82702,How to Train Your Dragon 2,2014-06-12,7.6,3163.0,2014.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.486680511680512
23561,194662,Birdman,2014-08-27,7.4,4657.0,2014.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.338900662068202
23594,85350,Boyhood,2014-06-05,7.5,2008.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35443010936432
23617,91314,Transformers: Age of Extinction,2014-06-25,5.8,3136.0,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.933363782806852
23665,242224,The Babadook,2014-05-22,6.5,1890.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.5564479976090855
23673,244786,Whiplash,2014-10-10,8.3,4376.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.143090794562287
23675,210577,Gone Girl,2014-10-01,7.9,6023.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.813369724710366
23692,119450,Dawn of the Planet of the Apes,2014-06-26,7.3,4511.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7.247098526099724
23737,225886,Sex Tape,2014-07-17,5.2,1733.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.551505022071525
23743,244267,I Origins,2014-07-18,7.5,1089.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.270239593634811
23748,238636,The Purge: Anarchy,2014-07-17,6.6,2008.0,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.633855946684894
23753,118340,Guardians of the Galaxy,2014-07-30,7.9,10014.0,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.846253634609636
23767,138103,The Expendables 3,2014-08-04,6.1,1830.0,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.243738503985285
23772,184315,Hercules,2014-07-23,5.6,1707.0,2014.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.865025244352386
23896,76757,Jupiter Ascending,2015-02-04,5.2,2816.0,2015.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.436704075478201
23897,98566,Teenage Mutant Ninja Turtles,2014-08-07,5.8,2677.0,2014.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.952631638113225
23906,227156,The Giver,2014-08-11,6.4,1859.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4783852116514264
23918,193893,Let's Be Cops,2014-08-13,6.4,1234.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5066382435327075
23957,189,Sin City: A Dame to Kill For,2014-08-20,6.3,1314.0,2014.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.429498739959049
23962,249164,If I Stay,2014-08-21,7.3,1415.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.161572174561731
24121,198663,The Maze Runner,2014-09-10,7.0,5540.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6.980945482497635
24140,169917,A Walk Among the Tombstones,2014-09-18,6.2,1145.0,2014.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.373198002605298
24241,190859,American Sniper,2014-12-11,7.4,4600.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.338217787114846
24258,250546,Annabelle,2014-10-02,5.5,1588.0,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.8040760125889435
24278,49017,Dracula Untold,2014-10-01,6.2,2439.0,2014.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,6.296941379477957
24315,206487,Predestination,2014-08-28,7.3,1971.0,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.192719835809678
24351,245891,John Wick,2014-10-22,7.0,5499.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9808152549234395
24357,205587,The Judge,2014-10-08,7.2,1433.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.088727736309217
24366,228150,Fury,2014-10-15,7.4,4028.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.3304131436143365
24438,242512,Ouija,2014-10-24,4.9,1006.0,2014.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5207906469360655
24445,242582,Nightcrawler,2014-10-23,7.6,3475.0,2014.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.495575022461815
24455,177572,Big Hero 6,2014-10-24,7.8,6289.0,2014.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.72412884287608
24465,200727,"Love, Rosie",2014-10-16,7.7,1660.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.484680886243387
24482,264660,Ex Machina,2015-01-21,7.6,4862.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5225868545851755
24860,205596,The Imitation Game,2014-11-14,8.0,5895.0,2014.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,7.903817156260471
24873,131631,The Hunger Games: Mockingjay - Part 1,2014-11-18,6.6,5767.0,2014.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.613548861382753
24897,147441,Exodus: Gods and Kings,2014-12-03,5.6,1957.0,2014.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.838058898773184
24939,100042,Dumb and Dumber To,2014-11-12,5.4,1140.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.817628484320558
24982,266856,The Theory of Everything,2014-11-26,7.8,3403.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.668027341605358
25055,205775,In the Heart of the Sea,2015-11-20,6.5,1300.0,2015.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6.574950396825397
25084,135397,Jurassic World,2015-06-09,6.5,8842.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.51444130960027
25110,227159,Horrible Bosses 2,2014-11-26,6.1,1575.0,2014.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261402753872634
25184,270946,Penguins of Madagascar,2014-11-22,6.5,1375.0,2014.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.571952380952381
25199,284293,Still Alice,2014-12-05,7.5,1126.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275467843964154
25206,294254,Maze Runner: The Scorch Trials,2015-09-09,6.5,3148.0,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.536982103696742
25390,122917,The Hobbit: The Battle of the Five Armies,2014-12-10,7.1,4884.0,2014.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.069337056888133
25393,227306,Unbroken,2014-12-25,7.3,1437.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.163144405929641
25501,87093,Big Eyes,2014-12-24,6.8,1236.0,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79130801514154
25503,224141,Into the Woods,2014-12-25,5.6,1688.0,2014.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.867326651867328
25532,228967,The Interview,2014-12-25,6.1,2340.0,2014.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.217926307847082
25534,207703,Kingsman: The Secret Service,2015-01-29,7.6,6069.0,2015.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.536810886632015
25539,181533,Night at the Museum: Secret of the Tomb,2014-12-17,6.1,1893.0,2014.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.239954331084712
25797,198184,Chappie,2015-03-04,6.6,3124.0,2015.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.623430108798487
25835,260346,Taken 3,2014-12-16,6.1,2225.0,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.222903014416776
25865,87101,Terminator Genisys,2015-06-23,5.8,3677.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.916090666575465
26031,270303,It Follows,2015-02-04,6.6,1894.0,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.63546813462227
26553,76341,Mad Max: Fury Road,2015-05-13,7.3,9629.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.273828681438021
26554,280092,Insidious: Chapter 3,2015-06-04,6.3,1005.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.45608685334599
26555,140607,Star Wars: The Force Awakens,2015-12-15,7.5,7993.0,2015.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.457012918201545
26557,68735,Warcraft,2016-05-25,6.3,2325.0,2016.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.383154235145385
26558,99861,Avengers: Age of Ultron,2015-04-22,7.3,6908.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.264215809163838
26560,166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,6.6,2814.0,2017.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.625621820846625
26562,102899,Ant-Man,2015-07-14,7.0,6029.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.982372601360961
26563,166424,Fantastic Four,2015-08-05,4.4,2322.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.819883314771692
26564,293660,Deadpool,2016-02-09,7.4,11444.0,2016.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.373619450291838
26566,283995,Guardians of the Galaxy Vol. 2,2017-04-19,7.6,4858.0,2017.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.522529062016744
26567,271110,Captain America: Civil War,2016-04-27,7.1,7462.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.079265349696774
26568,284052,Doctor Strange,2016-10-25,7.1,5880.0,2016.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0741239364084185
26569,246655,X-Men: Apocalypse,2016-05-18,6.4,4831.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.434685934024708
27477,210860,Mortdecai,2015-01-21,5.4,1078.0,2015.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83403720803911
27478,216015,Fifty Shades of Grey,2015-02-11,5.2,3350.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5.403872912801484
27665,272693,The DUFF,2015-02-20,6.8,1372.0,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.791939484126983
27819,167073,Brooklyn,2015-10-20,7.2,1235.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.076029230135859
28131,273248,The Hateful Eight,2015-12-25,7.6,4405.0,2015.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7.515374253677006
28171,286565,Paper Towns,2015-06-18,6.1,1997.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6.234125235997483
28207,241251,The Boy Next Door,2015-01-23,4.1,1034.0,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.97021558949525
28290,201085,Crimson Peak,2015-10-13,6.4,1494.0,2015.0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,6.492733557816306
28443,256591,Focus,2015-02-25,6.7,2588.0,2015.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.711305283123613
28624,241554,Run All Night,2015-03-11,6.3,1169.0,2015.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6.440749379440213
28664,150689,Cinderella,2015-03-12,6.7,2426.0,2015.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6.7119312078898545
28780,262500,Insurgent,2015-03-18,6.2,3921.0,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.264444857336738
28795,228161,Home,2015-03-18,6.8,1539.0,2015.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6.792599663700694
28830,168259,Furious 7,2015-04-01,7.3,4253.0,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.244226954404737
28831,277685,Unfriended,2015-04-17,5.5,1092.0,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.898813262742284
29291,158852,Tomorrowland,2015-05-19,6.2,2904.0,2015.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6.283698799731408
29438,228205,The Longest Ride,2015-04-09,7.3,1083.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.132539933219023
29463,293863,The Age of Adaline,2015-04-16,7.4,2052.0,2015.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.276532411553964
29575,254128,San Andreas,2015-05-27,6.0,3017.0,2015.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.109442909947601
29705,249070,Hitman: Agent 47,2015-08-20,5.5,1183.0,2015.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.877249384602326
29799,254470,Pitch Perfect 2,2015-05-07,6.8,1997.0,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.793957034155272
29865,258480,Carol,2015-11-20,7.3,1014.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.124908001509719
29916,254320,The Lobster,2015-10-08,6.7,1340.0,2015.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,6.718973214285715
30051,286217,The Martian,2015-09-30,7.6,7442.0,2015.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.547734917437133
30134,238713,Spy,2015-05-06,6.9,2590.0,2015.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.878935506241332
30146,271718,Trainwreck,2015-07-17,5.9,1193.0,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.156887604421568
30315,150540,Inside Out,2015-06-09,7.9,6737.0,2015.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.821916638701909
30396,131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,6.6,4117.0,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.618390884618956
30398,257344,Pixels,2015-07-16,5.6,2564.0,2015.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.790897752704215
30400,262504,Allegiant,2016-03-09,5.9,2064.0,2016.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0696219634499675
30401,259316,Fantastic Beasts and Where to Find Them,2016-11-16,7.2,5612.0,2016.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.164808690164548
30499,328111,The Secret Life of Pets,2016-06-18,5.9,3536.0,2016.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0077578578507715
30534,238615,Self/less,2015-07-10,6.3,1122.0,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6.444827813986261
30541,274854,The Last Witch Hunter,2015-10-21,5.7,1345.0,2015.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.989924506387921
30543,297761,Suicide Squad,2016-08-02,5.9,7717.0,2016.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.952928162867922
